id_karte,supertype 
48097,
48175,Legendary
48106,
48133,Legendary
48019,
48096,Legendary
48066,Legendary
48237,
48116,Legendary
48261,
48054,
48208,Legendary
48213,
48082,Legendary
48020,Legendary
48110,Legendary
48226,
48209,
48242,Legendary
48017,
48089,
48095,Legendary
48300,
48088,Legendary
48224,
48177,Legendary
48249,Legendary
48179,
48057,
48047,
48180,Legendary
48159,
48045,Legendary
48181,
48131,
48076,Legendary
48129,
48277,
48191,
48182,Legendary
48221,
48026,
48120,
48135,Legendary
48104,Legendary
48055,
48126,
48165,Legendary
48063,Legendary
48072,Legendary
48032,Legendary
48204,
48105,
48079,
48073,Legendary
48211,
48034,
48307,
48222,
48239,
48273,
48304,
48210,
48245,
48028,
48234,
48243,
48053,Legendary
48101,Legendary
48247,
48287,
48109,
48067,
48134,
48251,
48227,
48188,
48306,
48144,
48084,Legendary
48137,
48235,
48202,
48289,
48223,
48155,
48303,
48033,
48098,
48302,
48157,
48117,
48219,
48233,
48151,
48085,
48147,
48069,
48138,
48238,
48111,
48319,
48121,
48173,
48143,
48078,
48130,
48071,
48146,
48148,
48024,
48217,
48178,
48027,
48042,
48124,
48166,
48250,
48077,
48021,
48215,
48189,
48293,
48081,
48230,
48149,
48225,
48274,
48052,
48153,
48284,
48301,
48061,
48100,
48136,
48196,
48174,
48099,
48102,
48122,
48308,
48199,
48611,Legendary
48561,Legendary
48649,Legendary
48542,
48533,
48622,
48544,
48541,Legendary
48571,Legendary
48554,
48568,
48614,
83600,
48609,
48674,
48007,Legendary
48629,
48621,
48676,Legendary
48559,
48617,
48782,
48564,
48555,
48598,
48557,
48556,
48698,
48625,
48540,Snow
48566,
48630,
48583,Legendary
48658,Legendary
48603,
48606,
48589,
48575,
48681,
48576,
48645,
48535,Basic
48535,Snow
48684,
48693,
48646,
48534,
48639,
48656,Snow
48602,
48688,
48530,
48626,
48610,
48637,
48538,Basic
48538,Snow
48661,
48664,
48628,
48683,
48539,Basic
48539,Snow
48777,
48673,Legendary
48632,Legendary
48536,Basic
48536,Snow
48537,Basic
48537,Snow
48593,
48578,
48682,
48627,
48592,
48608,
48584,
48754,
48696,Legendary
48696,Snow
48697,
48599,
48601,
48692,
48577,
48650,
48657,
48573,
48594,
48659,
48579,
48585,
48691,
48572,
48588,
48587,Legendary
48546,
48668,
48006,
48653,
48545,
48612,
48563,
48570,
48778,
48726,
48569,
48615,
48677,
48792,
48742,
48756,
48705,
48654,
48728,
48524,
48633,
48783,
48574,
48543,
48729,
48631,
48549,Snow
48670,
48655,
48562,
48605,
48652,
48675,
48723,
48666,
48662,
48667,
48736,
48643,
48581,
48759,
48619,
48781,
48521,
48724,
48733,
48678,
48679,
48787,
48522,
48727,
48531,
48785,
48689,
48695,
48788,Snow
48527,
48532,
48751,
48686,
48567,
48747,
48651,
48565,
48634,
48764,Snow
48741,Snow
48552,
48607,
48638,
48553,
48722,
48647,
48616,
48520,
48732,
48734,
48760,
48761,
48690,
48663,
48749,
48750,Snow
48660,
48765,
48694,
48752,
48687,
48753,
48620,
48558,
48582,
48312,
48314,
48313,
48311,
48316,Legendary
48309,Legendary
48310,
48315,
6382,
6343,
6366,
6275,
6354,Legendary
6305,
6262,Legendary
6364,
6368,
6318,
6365,
6276,
6400,
6385,
6352,
6327,
6297,
6283,
6394,
6278,
6311,
6336,
6270,
6402,
6287,
6355,
6357,
6396,
6386,
6337,
6361,
6302,
6359,
6331,
6319,
6356,
6323,
6329,
6332,
6298,
6267,
6271,
6335,
6281,
6295,
6321,
6280,
6306,
6312,
6325,
6344,
6348,Legendary
6362,
6370,
6383,
6286,
6288,
6328,
6387,
6392,
6358,
6363,
6376,
6380,
6388,
6398,
6339,
6391,
6261,
6263,
6404,
6268,
6296,
6315,
6350,
6384,
6405,
6340,
6393,
6395,
6403,
6349,
6282,
6292,
6293,
6371,
6273,
6289,
6301,
6378,
6381,
6274,
6300,
6307,
6314,
6390,
6397,
6399,
6277,
6308,
6320,
6347,
6360,
6294,
6304,
6310,
6313,
6316,
6330,
6345,
6375,
6389,
6266,
6279,
6291,
6377,
6284,
6290,
6324,
6333,
6334,
6346,
6372,
6401,
6269,
6285,
6317,
6338,
6341,
6351,
6353,
6265,
6299,
6322,
6342,
6369,
6373,
6374,
6379,
6272,
6264,
6303,
6367,
6326,
6309,
48943,
48955,Legendary
49087,
48815,Legendary
48956,Legendary
48906,Legendary
49006,Legendary
48924,
49056,Legendary
48917,
49214,
49090,
48989,
48983,
48925,
48903,
48977,Legendary
48920,Legendary
49247,
48963,
48968,
48999,
48936,Legendary
49047,Legendary
48959,
49075,
48901,
49057,Legendary
48898,
48930,
48940,
49245,
49092,
48895,
48932,Legendary
49028,
49110,
49234,
49067,
48979,
48953,
49104,Legendary
49188,
49088,
49000,
48958,
49095,
48921,
49217,
49161,Legendary
49003,
49093,
49230,
48905,
48994,
49178,
49070,
48990,
48931,
48814,Legendary
48951,
49068,
49089,Legendary
49226,
49016,
49233,
49021,
49236,
49244,
48991,
49048,
48997,
49136,
49240,
48922,
48927,
48973,
49231,
49076,
49107,
49061,
49078,
49206,
48978,
48912,
48909,
49220,
49227,
48971,
48929,
49237,
48960,
49243,
49065,
49223,
48916,
49238,
48928,
49241,
48923,
48995,
49082,
48972,
49248,
49219,
48946,
49062,
49071,
48993,
49229,
48900,Legendary
48816,Legendary
49239,
49218,
49023,
49242,
49073,
49074,
48974,
49022,
48975,
49043,
48962,
48970,
49202,
49232,
49063,
48907,Legendary
49002,
49221,
49064,
48996,
48902,
49225,
49069,
49084,
48938,
49228,
49072,
49108,
48982,
49081,
48894,
49046,
49222,
49042,
48914,
49079,
49080,
49001,
49224,
49215,
49051,
49212,
49066,
49235,
49197,
49077,
48941,
49216,
48904,
48948,
49100,
49036,
48935,
48934,
48949,
49246,
49015,
48913,
49033,
49158,
49045,
49192,
49190,
49037,
49086,
48918,
49030,
49135,
49013,
48961,
48939,
48893,
49148,
49009,
48998,
49204,
49134,
49195,
48988,
49097,
49200,
49163,
49193,
49146,
48969,
49171,
48986,
49152,
49133,
49144,
48945,
49120,
49114,
48965,
48964,
49164,
49182,
48966,
49094,
49131,
49132,
49041,
48987,
48919,
49034,
49153,
49207,
49209,
48915,
48950,
49196,
48980,
48967,
49183,
49198,
49170,
49008,
49103,
49154,
49085,
49155,
57593,
57437,Legendary
57761,Legendary
57766,Legendary
57867,Legendary
57825,
57878,
57858,
57849,
57498,Legendary
57466,Legendary
57874,Legendary
57752,
57853,
57889,Legendary
57561,
57396,Legendary
57632,
57526,
57852,
57851,
57888,Legendary
57793,Legendary
57860,Legendary
57651,Legendary
57515,
57751,
57638,
57885,
57868,
57864,Legendary
57525,
57519,
57886,
57836,
57804,Legendary
57834,
57854,
57890,
57536,
57742,Legendary
57910,Legendary
57579,
57504,
57833,Legendary
57901,
57847,
57698,
57876,
57900,
57826,
57499,
57540,
57728,
57848,Legendary
57873,Legendary
57688,
57881,Legendary
57597,Legendary
57565,Legendary
57670,Legendary
57809,
57872,
57850,
57863,Legendary
57895,
57660,Legendary
57719,
57445,Legendary
57922,
57916,Legendary
57859,
57477,Legendary
57814,
57907,
57871,Legendary
57641,
57800,
57492,
57605,
57467,Legendary
57815,
57613,
57843,
57887,
57913,
57684,
57865,
57894,
57882,
57893,
57642,
57861,
57548,Legendary
57866,
57708,
57923,
57820,
57870,Legendary
57803,
57855,
57476,
57757,
57659,
57832,
57674,Legendary
57896,Legendary
57902,
57626,
57911,
57906,
57463,
57591,
57869,
57844,
57856,
57835,
57926,
57738,
57744,
57702,
57883,
57768,
57915,
57567,
57837,
57818,
57772,
57485,
57465,
57401,
57723,
57905,
57460,
57914,Legendary
57816,Legendary
57550,
57678,
57898,
57541,
57812,
57840,
57777,
57899,Legendary
57909,
57924,Legendary
57875,
57783,
57741,
57823,
57919,
57767,
57574,
57779,
57928,
57679,
57846,
57807,
57917,
57819,
57862,
57879,
57695,Legendary
57921,
57707,Legendary
57904,
57824,
57555,
57791,Legendary
57795,
57908,
57877,
57671,
57842,
57903,
57533,
57845,
57663,
57920,
57857,
57891,
57880,
57733,
57796,
57925,
57827,
57892,
57897,
57912,Legendary
57927,
57929,
57884,
57918,
57644,
50250,Legendary
50000,Legendary
49965,Legendary
50259,
50058,Legendary
49331,Legendary
50062,Legendary
50436,Legendary
50011,
50427,Legendary
50112,Legendary
50015,
50282,
50225,
50089,Legendary
50054,
50169,Legendary
49991,Legendary
49993,Legendary
50088,
50055,
50177,
50256,
50168,
50002,Legendary
50033,
50346,
50049,Legendary
49978,
50069,
49995,
50439,Legendary
50104,Legendary
50270,
50010,
50258,
49332,
50079,
50192,
50150,
50212,
50016,
50114,
50221,
50006,
50111,
50013,
50003,Legendary
50005,
50287,
50274,
50041,Legendary
50174,
50009,
50215,Legendary
50037,
50161,
50431,Legendary
50074,
50278,
50023,
50194,Legendary
50173,
50083,
50115,Legendary
50101,
50066,
50235,
50008,
50165,
50087,
50302,
50434,
49975,
50357,
50228,
50050,
50356,
50172,
50251,
50223,
50209,
50068,
50123,
50102,
50238,
50080,
50078,
50239,
50136,
50056,
50117,
50319,
50099,
50121,
50043,
50067,
50124,
50231,
50433,
50095,
50098,
50233,Legendary
50014,
50183,
50063,
50435,
50105,
49996,
49980,
50180,Legendary
50028,
50218,
50236,
50171,
50060,
50213,
50248,
50269,
50038,
50093,Legendary
50012,
50007,
50217,
50004,
50162,
50048,
50247,
50430,
49968,
50290,
50046,
50100,
50042,
50193,
50120,
50184,
50432,
50429,
50188,
50154,
50260,
49989,
50044,
50045,
50029,
50047,
50092,
50071,
50017,
50245,
50152,
50158,
49984,
50020,
50339,
50268,
50281,
50051,
50110,
50219,Legendary
50153,Legendary
49982,
50109,
50276,
50149,
50191,
50187,
49976,
50094,
50163,
50315,
50244,
50061,
50199,
50155,
50265,
50321,
50316,
50352,
50438,
50349,
50355,
50266,
50189,
50261,
50103,
50198,
50070,
50314,
50057,
49997,
50125,
50272,
50243,
50096,
50197,
50116,
50159,
50331,
50182,
50156,
50122,
50179,
50267,
50091,
50031,
50195,
50085,
49999,
50347,
50277,
50350,
50318,Legendary
50257,
49966,Legendary
50255,
50140,Legendary
50226,
50077,Legendary
49971,Legendary
50127,Legendary
50129,Legendary
50222,
50309,
50131,
50211,
50283,
50167,
50201,Legendary
50253,
50170,Legendary
50176,
50027,
50428,Legendary
50064,
50437,
50275,
50216,Legendary
50137,
50145,Legendary
50224,
49983,
50205,
50142,
50196,
50133,
50210,
50113,Legendary
50240,
49981,Legendary
50073,
50202,
50234,
50232,Legendary
50204,
50132,
50076,
50229,Legendary
50279,
50086,
50230,
50065,
50146,
50254,
50143,
50134,
50308,
50130,
50139,
50135,
50227,
50203,
49994,
50310,
50081,
50144,
50082,
49973,
50164,
50312,
50200,
50311,
50160,
49987,
50186,
50025,
49990,
50280,
49988,
50175,
50138,
50026,
49986,
50128,
50072,
50206,
50249,
50207,
50252,
49972,
50141,
50313,
50022,
57371,Legendary
57305,
57270,
57272,
57261,
57255,
57268,
57323,Legendary
57324,Legendary
57281,
57265,
57274,
57273,
57260,
57301,
57279,
57338,
57253,
57358,Legendary
57292,Legendary
57289,
57375,Legendary
57277,Legendary
57364,Legendary
57294,Legendary
57293,Legendary
57316,
57322,
57285,Legendary
57350,Legendary
57286,Legendary
57266,
57333,Legendary
57304,Legendary
57313,
57384,
57278,
57360,
57307,Legendary
57275,Legendary
57365,
57321,
57346,
57344,Legendary
57271,
57348,Legendary
57328,
57336,
57370,
57249,
57295,
57269,
57319,Legendary
57320,
57259,
57280,
57262,
57355,
57276,
57367,Legendary
57310,Legendary
57317,
57329,Legendary
57298,Legendary
57354,Legendary
57299,
57332,Legendary
57248,
57325,
57349,
57318,
57300,
57267,
57284,
57377,
57374,
57311,Legendary
57362,
57302,
57339,
57282,
57326,
57356,
57287,Legendary
57342,
57372,
57379,
57306,
57296,
57251,
57373,
57290,Legendary
57337,
57303,Legendary
57315,
57254,Legendary
57382,
57257,
57291,
57309,
57283,
57380,Legendary
57353,
57340,Legendary
57314,
57258,
57308,
57359,
57252,
57264,
57345,
57312,
57347,Legendary
57368,
57297,
57383,
57247,
57334,
57341,
57330,
57343,
57369,
57256,
57288,
57381,
57263,
57331,
57351,
57357,
57361,
57363,
57327,
57378,
57352,
57376,
57335,
57250,
57366,
49390,
49463,Snow
49343,Legendary
49338,
49528,
49564,
49532,
49529,
49366,
49358,
49351,
49506,
49407,
49419,
49341,
49378,
49458,
49345,
49566,
49599,Legendary
49428,
49397,
49575,
49371,
49412,
49446,Legendary
49525,
49426,
49581,
49452,Legendary
49610,
49507,
49376,
49374,
49518,
49368,
49439,
49522,
49387,
49625,
49346,
49539,Legendary
49527,
49373,
49425,
49523,Legendary
49521,
49442,Legendary
49456,
49391,
49365,Legendary
49488,
49460,
49455,
49386,
49556,Legendary
49363,
49559,
49621,Legendary
49544,
49400,
49405,
49444,
49607,
49461,
49457,
49355,Legendary
49414,
49519,
49627,
49557,
49388,
49498,
49443,
49550,
49622,Legendary
49337,
49383,
49554,
49635,
49600,
49453,
49511,
49547,
49623,
49406,
49592,
49350,
49587,
49526,
49537,
49497,
49626,
49437,
49422,
49585,
49633,
49631,
49484,Legendary
49339,
49427,
49530,
49440,
49596,
49441,
49445,
49590,
49597,
49372,
49615,
49349,
49565,
49486,Legendary
49534,
49434,
49574,
49542,
49404,
49508,
49560,
49385,
49438,
49577,
49582,
49589,
49593,
49393,
49555,
49384,
49512,
49435,
49495,
49601,
49370,
49584,
49433,
49602,
49424,
49490,
49494,
49614,
49632,
49567,
49578,
49476,
49417,
49546,
49568,
49403,
49569,
49487,
49608,
49545,
49603,
49553,
49411,
49359,
49399,
49394,
49389,
49473,
49367,
49352,
49357,
49533,
49536,Legendary
49541,
49431,
49561,
49516,
49347,
49548,
49344,
49501,
49551,
49579,
49618,
49624,
49429,
49362,
49448,Legendary
49469,
49360,
49408,
49586,
49503,
49450,
49540,
49549,
49466,
49480,
49628,
49634,
49583,
49580,
49598,
49543,
49604,
49558,
49375,
49470,
49629,
49409,
49535,
49538,
49595,
49423,
49361,
49509,
49413,
49364,
49496,
49410,
49617,
49619,
49491,
49572,
49576,
49493,
49401,
49552,
49421,
49606,
49465,
49430,
49605,
49447,
49492,
49481,
49880,
49667,
49879,
49883,
49889,
49913,
49821,
49642,
49849,
49645,
49732,
49844,
49726,
49700,
49857,
49791,
49653,
49779,
49922,
49895,
49648,
49870,
49854,
49661,
49750,
49829,
49753,
49841,
49920,
49776,
49845,
49691,
49649,
49765,
49803,
49852,
49755,
49796,
49866,
49858,
49718,
49871,
49848,
49783,
49806,
49692,
49643,
49888,
49721,
49921,
49725,
49679,
49640,
49737,
49793,
49697,
49711,
49840,
49893,
49785,
49709,
49764,
49835,
49712,
49831,
49787,
49702,
49686,
49682,
49701,
49730,
49699,
49738,
49766,
49789,
49666,
49919,
49736,
49916,
49704,
49886,
49872,
49761,
49794,
49804,
49687,
49814,
49770,
49731,
49867,
49774,
49891,
49838,
49874,
49698,
49861,
49843,
49864,
49823,
49668,
49734,
49878,
49896,
49719,
49724,
49729,
49850,
49756,
49817,
49722,
49809,
49647,
49833,
49706,
49792,
49853,
49820,
49769,
49685,
49669,
49657,
49742,
49674,
49658,
49735,
49749,
49875,
49714,
49782,
49786,
49772,
49903,
49659,
49748,
49839,
49733,
49790,
49859,
49824,
49909,
49639,
49715,
49813,
49812,
49811,
49905,
49740,
49672,
49694,
49904,
49892,
49662,
49847,
49868,
49862,
49818,
49900,
49890,
49915,
49836,
49906,
49775,
49646,
49912,
49716,
49690,
49664,
49856,
49865,
49876,
49855,
49708,
49832,
49767,
49908,
49834,
49688,
49717,
49902,
49660,
49827,
49910,
49819,
49901,
49680,
49720,
49727,
49741,
49743,
49747,
49751,
49752,
49754,
49758,
49760,
49762,
49763,
49768,
49771,
49777,
49780,
49781,
49784,
49788,
49795,
49797,
49798,
49799,
49801,
49800,
49802,
49807,
49808,
49810,
49825,
49826,
49828,
49830,
49837,
49846,
49851,
49860,
49863,
49873,
49877,
49882,
49881,
49884,
49887,
49894,
49897,
49898,
49899,
49907,
49911,
52714,Legendary
52673,Legendary
52576,Legendary
52722,
52618,Legendary
52688,
52683,
52660,Legendary
52557,
52529,
52537,Legendary
52577,
52494,
52593,Legendary
52484,Legendary
52749,
52562,Legendary
52500,Legendary
52672,
52680,Legendary
52703,
52677,
52564,Legendary
52527,
52558,Legendary
52530,
52690,
52563,
52536,
52550,
52773,
52545,
52489,Legendary
52590,Legendary
52659,
52546,
52740,
52693,
52588,
52657,Legendary
52535,
52539,
52532,
52759,
52821,
52499,Legendary
52548,
52573,
52738,
52544,
52707,
52589,
52630,Legendary
52569,Legendary
52533,
52496,Legendary
52640,
52663,Legendary
52826,
52497,
52741,
52691,
52534,
52711,
52686,
52570,
52531,
52601,
52571,
52560,
52510,
52547,
52727,
52542,Legendary
52669,
52650,Legendary
52704,
52678,
52839,
52585,
52528,
52679,
52583,Legendary
52743,
52742,
52699,Legendary
52596,Legendary
52805,
52582,
52579,Legendary
52581,
52565,
52808,
52654,
52543,
52620,
52622,Legendary
52715,
52712,Legendary
52708,
52685,
52655,Legendary
52718,
52645,
52595,
52750,
52629,
52540,
52748,
52670,Legendary
52717,
52726,
52572,
52751,
52603,
52734,
52776,
52841,
52614,
52637,Legendary
52541,
52706,
52807,
52819,
52608,
52716,
52778,
52684,
52613,
52764,
52799,
52646,
52758,
52744,
52498,
52721,
52638,
52516,
52681,
52757,
52754,
52752,
52827,
52631,
52507,
52824,
52624,
52798,
52702,
52675,
52840,
52737,
52836,
52815,
52615,
52753,
52724,
52771,
52814,Legendary
52701,
52784,
52495,
52623,
52774,
52632,
52648,
52772,
52619,
52549,
52767,
52768,
52662,
52809,
52793,
52812,
52628,
52626,
52794,
52834,
52820,
52822,
52769,
52580,
52823,
52825,
52647,
52756,
52813,
52652,
52779,
52561,
52517,
52586,
52788,
52785,
52833,
52762,
52802,
52792,
52786,
52780,
52797,
52512,
52515,
52837,
52641,
52777,
52817,
52770,
52698,
52760,
52806,
52810,
52766,
52838,
52736,
52803,
52729,Legendary
52697,Legendary
52733,
52692,
52687,
52665,Legendary
52625,Legendary
52591,Legendary
52556,
52578,
52611,Legendary
52520,
52831,
52538,Legendary
52633,Legendary
52554,
52730,
52599,
52696,
52574,
52594,Legendary
52695,
52658,Legendary
52552,
52636,
52553,
52598,
52488,Legendary
52830,Legendary
52725,
52634,
52555,
52635,
52828,
52551,
52732,
52728,
52559,Legendary
52643,Legendary
52592,Legendary
52666,
52700,Legendary
52610,Legendary
52668,
52612,Legendary
52832,
52602,
52731,
52490,Legendary
52676,Legendary
52644,Legendary
52694,
52739,
52713,Legendary
52642,
52656,
52627,
52597,Legendary
52649,
52710,
52600,
52605,
52604,
52664,Legendary
52667,Legendary
52519,Legendary
52671,Legendary
52639,Legendary
57668,Legendary
57546,Legendary
57713,Legendary
57505,Legendary
57639,
57716,
57417,Legendary
57811,Legendary
57672,Legendary
57810,
57395,
57478,
57443,Legendary
57520,Legendary
57689,
57553,Legendary
57839,
57416,Legendary
57398,
57743,
57425,
57718,
57617,Legendary
57691,
57665,Legendary
57603,Legendary
57838,
57623,
57748,
57682,
57721,
57798,Legendary
57630,
57619,
57604,Legendary
57514,Legendary
57390,
57524,Legendary
57769,Legendary
57687,
57488,
57618,
57462,
57573,
57828,
57652,
57522,
57434,
57509,
57636,
57421,
57397,Legendary
57759,
57808,Legendary
57676,
57447,
57577,
57821,
57649,
57831,
57774,
57704,Legendary
57427,Legendary
57841,Legendary
57697,
57735,Legendary
57472,
57433,
57788,
57806,
57822,
57710,
57501,
57786,
57747,
57792,
57669,
57486,
57545,Legendary
57829,
57563,Legendary
57544,
57452,
57799,
57746,
57474,
57611,
57587,
57599,
57830,
57571,Legendary
57778,
57578,
57569,
57817,
57673,
57762,
57758,
57680,
57802,Legendary
57745,
57588,Legendary
57726,
57753,
57609,Legendary
57727,Legendary
57813,
57699,
57625,
57780,
57773,
54381,
54207,Legendary
54296,
54149,Legendary
54151,
54281,
54222,
54140,Legendary
54155,Legendary
54160,Legendary
54325,
54258,
54287,
54187,Legendary
54214,
54397,
54180,Legendary
54184,
54353,
54163,Legendary
54182,
54337,
54365,
54240,Legendary
54406,Legendary
54396,
54380,
54410,Legendary
54390,
54185,
54208,Legendary
54389,
54398,Legendary
54328,Legendary
54238,
54362,Legendary
54395,
54306,
54294,
54271,
54305,
54261,
54277,
54407,Legendary
54279,
54402,
54347,
54392,
54405,Legendary
54408,Legendary
54157,
54276,
54197,
54349,
54203,
54280,
54139,
54379,Legendary
54393,
54278,
54427,
54355,
54404,Legendary
54256,
54178,
54313,
54204,
54202,
54191,
54382,
54302,
54257,
54401,
54375,
54177,
54329,
54286,
54420,Legendary
54201,
54450,
54220,
54198,
54209,
54368,
54239,
54336,
54211,
54216,
54285,
54431,
54210,
54284,
54372,Legendary
54156,
54248,
54399,
54200,
54331,
54386,
54403,
54265,Legendary
54373,Legendary
54334,
54193,
54291,
54217,
54508,
54205,
54387,
54206,
54351,
54509,
54384,
54195,
54519,
54507,
54311,
54300,
54295,
54301,
54445,
54194,
54503,
54196,
54244,
54497,
54466,
54367,
54283,
54536,
54364,
54215,
54260,
54326,
54369,
54158,
54172,
54534,
54327,
54533,
54282,
54504,
54221,
54506,
54512,
54269,
54511,
54213,
54516,
54267,
54510,
54465,
54307,
54370,
54252,
54513,
54456,
54292,
54199,
54250,
54490,
54535,
54523,
54527,
54310,
54446,
54496,
54468,
54312,
54330,
54481,
54442,
54376,
54517,
54453,
54471,
54488,
54333,
54354,
54383,
54447,
54498,
54460,
54298,
54528,
54455,
54391,
54253,
54485,
54479,
54409,
54529,
54502,
54462,
54482,
54473,
54374,
54494,
54489,
54461,
54174,
54350,
54525,
54352,
54484,
54323,
54448,
54491,
54451,
54452,
54483,
54467,
54308,
54454,
54472,
54520,
54478,
54526,
54480,
54309,
54440,
54340,
54236,Legendary
54153,Legendary
54152,Legendary
54274,
54317,
54226,Legendary
54150,
54234,Legendary
54154,Legendary
54169,Legendary
54363,
54170,Legendary
54225,
54231,
54339,
54173,Legendary
54168,Legendary
54162,Legendary
54437,
54171,Legendary
54167,Legendary
54164,Legendary
54259,
54161,Legendary
54429,
54430,
54230,
54235,Legendary
54532,
54268,Legendary
54232,
54524,Legendary
54428,
54439,Legendary
54165,Legendary
54348,
54441,
54341,
54314,
54272,
54181,Legendary
54237,
54321,
54316,
54346,
54263,
54342,Legendary
54289,
54530,
54320,
54338,
54318,
54319,
54438,
54436,
54273,Legendary
54241,Legendary
54394,
54344,Legendary
54233,
54531,Legendary
54229,
54433,
54227,Legendary
54266,Legendary
54434,Legendary
54378,
54432,
54377,Legendary
54224,
54435,Legendary
54262,
54356,
54270,
54315,
54242,
54159,
54345,
54322,
54179,
54176,
54243,
54228,
54223,
54358,
54360,
54343,
54247,
54175,
57655,
57731,Legendary
57647,
57479,Legendary
57570,
57502,Legendary
57696,
57677,
57470,Legendary
57419,
57675,Legendary
57564,Legendary
57596,Legendary
57667,Legendary
57449,Legendary
57461,
57749,
57607,
57557,
57730,Legendary
57566,Legendary
57628,
57629,Legendary
57637,
57410,
57403,Legendary
57530,
57480,
57620,
57441,
57482,Legendary
57784,Legendary
57622,
57386,Legendary
57521,
57491,
57640,
57734,
57440,Legendary
57648,Legendary
57412,
57714,Legendary
57739,
57750,
57457,
57681,
57690,Legendary
57455,
57634,Legendary
57438,
57608,
57414,
57406,
57508,
57583,
57635,
57549,
57556,
57431,Legendary
57705,
57391,
57542,
57600,
57657,
57765,
57771,
57511,
57760,
57703,
57500,
57552,
57490,
57392,
57650,Legendary
57692,
57775,
57389,
57700,Legendary
57764,
57575,
57529,Legendary
57513,
57737,
57415,
57495,
57538,
57712,
57717,Legendary
57584,Legendary
57662,
57464,
53539,Legendary
53827,
53822,
53820,
53823,
53817,
53361,
53345,
53242,
53310,
53763,Legendary
53233,Legendary
53784,
53797,Legendary
53799,Legendary
53767,
53755,
53408,
53814,
53436,
53843,Legendary
53305,Legendary
53840,
53494,Legendary
53780,
53782,Legendary
53350,Legendary
53759,
53236,Legendary
53358,Legendary
53825,
53776,Legendary
53274,Legendary
53414,
53773,Legendary
53277,
53240,Legendary
53312,Legendary
53255,Legendary
53349,
53307,
53258,Legendary
53470,
53812,Legendary
53283,
53757,
53264,Legendary
53492,
53551,
53808,Legendary
53339,
53413,
53318,
53748,Legendary
53533,
53263,Legendary
53352,
53787,
53758,
53766,
53266,
53302,
53296,
53488,
53897,
53290,
53268,
53286,
53295,Legendary
53544,
53275,
53830,
53846,
53480,
53327,
53256,Legendary
53912,
53833,
53483,
53779,
53788,
53786,
53289,
53837,
53896,
53342,
53536,
53325,
53322,
53795,
53320,
53868,
53790,
53337,
53341,
53925,
53347,
53369,
53340,
53883,
53796,
53895,
53373,
53756,
53774,
53549,
53297,
53323,
53769,
53566,
53540,
53857,
53927,
53775,
53815,
53491,
53244,
53285,
53789,
53862,
53238,
53523,
53754,
53344,
53260,
53338,
53899,
53348,
53254,
53317,
53471,
53335,
53560,
53287,
53770,
53521,
53332,
53794,
53334,
53467,
53835,
53333,
53473,
53764,
53926,
53292,
53905,
53336,
53493,
53762,
53366,
53858,
53529,
53545,
53828,
53565,
53284,
53343,
53487,
53495,
53472,
53894,
53463,
53239,
53849,
53552,
53489,
53250,
53878,
53329,
53877,
53772,
53484,
53930,
53884,
53836,
53522,
53375,
53911,
53904,
53466,
53829,
53478,
53768,
53909,
53859,
53854,
53867,
53831,
53923,
53869,
53864,
53520,
53929,
53845,
53874,
53866,
53535,
53563,
53853,
53319,
53245,Legendary
53246,
53543,Legendary
53826,
53363,
53309,Legendary
53435,
53818,
53821,
53802,Legendary
53921,Legendary
53824,
53750,
53311,
53917,Legendary
53934,
53273,Legendary
53805,
53251,Legendary
53294,Legendary
53924,Legendary
53443,
53785,
53269,Legendary
53235,Legendary
53460,Legendary
53803,Legendary
53813,
53313,Legendary
53456,
53496,Legendary
53804,Legendary
53910,
53781,
53457,Legendary
53916,
53453,Legendary
53304,
53271,
53811,Legendary
53410,
53806,
53452,Legendary
53259,Legendary
53293,
53308,Legendary
53765,
53261,
53272,Legendary
53303,
53234,Legendary
53257,Legendary
53437,
53265,
53237,Legendary
53810,Legendary
53276,
53267,Legendary
53252,Legendary
53291,
53262,Legendary
53442,
53791,
53241,Legendary
53447,
53918,
53749,Legendary
53751,
53809,
53906,
53935,
53919,
53490,
53753,
53405,
53497,
53326,
53328,
53525,
53444,
53807,
53370,
53801,
53441,
53537,
53449,
53903,
53324,
53440,
53752,
53315,
53450,
53298,
53445,
53819,
53783,
53243,
53914,
53438,
53446,
53439,
53800,
53314,
53300,
57616,
57615,Legendary
57693,
57582,
57740,
57805,
57656,
57797,Legendary
57715,
57456,
57537,
57736,
57532,Legendary
57475,
57701,Legendary
57732,
57654,Legendary
57646,Legendary
57785,
57787,
57722,
57496,Legendary
57664,Legendary
57487,
57424,
57782,
57451,
57393,
57405,Legendary
57459,
57686,Legendary
57720,Legendary
57429,
57469,
57711,
57789,
57709,Legendary
57666,Legendary
57539,
57790,
57729,Legendary
57683,Legendary
57601,
57658,
57754,Legendary
57543,Legendary
57418,
57409,Legendary
57606,
57643,Legendary
57497,
57430,
57581,
57385,
57527,Legendary
57493,
57694,Legendary
57516,
57801,
57562,
57592,Legendary
57518,Legendary
57776,
57756,
57595,
57653,
57534,
57559,Legendary
57725,
57450,
57724,
57770,
57439,
57661,Legendary
57387,
57755,Legendary
57763,
57794,
57481,
57590,
57621,Legendary
57612,
57446,
57535,
57633,
57706,
57468,
57402,
57781,
56019,
56429,
55783,Legendary
56435,
55875,Legendary
56458,Legendary
55778,
56031,Legendary
