id_karte,subtype 
5792,Golem
5675,Slith
5812,
5814,
5701,
5708,
5822,
5718,Construct
5750,Myr
5766,
5770,
5778,Aura
5789,Equipment
5809,
5810,
5695,
5715,
5779,
5815,Vedalken
5815,Artificer
5689,
5699,
5757,
5780,
5730,Juggernaut
5791,Construct
5728,Wall
5804,Dryad
5805,
5676,Insect
5693,Gargoyle
5665,
5667,Golem
5735,Cat
5735,Wizard
5748,Myr
5754,Zombie
5762,
5793,
5808,
5684,
5709,
5774,
5825,
5678,Human
5678,Soldier
5683,Aura
5698,Shapeshifter
5700,
5746,
5771,
5802,Golem
5670,Beast
5729,
5732,
5769,Golem
5704,Golem
5733,Goblin
5733,Shaman
5736,Equipment
5803,Spider
5820,Equipment
5826,
5679,Juggernaut
5680,
5712,Spirit
5726,Drone
5731,Beast
5755,
5795,
5816,
5821,Boar
5821,Beast
5666,
5688,Goblin
5688,Warrior
5711,Spirit
5761,Spirit
5767,
5768,Beast
5801,
5806,Elf
5806,Warrior
5817,Elf
5817,Shaman
5682,
5707,
5727,
5739,Elephant
5739,Cleric
5740,
5702,Thopter
5703,Ogre
5706,
5723,Bat
5760,Aura
5807,Wolf
5713,
5741,
5752,Human
5752,Wizard
5756,Golem
5744,
5777,Insect
5813,
40301,
40136,
40216,Demon
40175,Dragon
40135,Goblin
40135,Rogue
40167,
40150,Minion
40184,Human
40184,Ninja
40147,
40183,Aura
40202,Giant
40165,Kraken
40138,Golem
40145,Human
40145,Knight
40424,
40140,
40201,
40172,Rhino
40265,
40384,
40157,Elemental
40134,
40197,Hydra
40160,Spirit
40257,Zombie
40194,Centaur
40194,Shaman
40324,
40240,
40193,Angel
40243,
40200,Ooze
40209,
40292,Avatar
40370,
40187,
40267,
40199,Aura
40342,
40195,
40220,
40305,
40173,Zombie
40176,Insect
40321,
40361,Aura
40198,
40397,
40291,
40190,
40304,
40192,
40251,Juggernaut
40423,Human
40423,Ninja
40287,
40131,
40296,Equipment
40180,Elf
40180,Druid
40346,Snake
40346,Shaman
40133,
40146,
40149,Drake
40259,
40380,
40255,
40350,
40378,Human
40378,Wizard
40283,Phyrexian
40283,Horror
40132,
40182,Lizard
40182,Hydra
40166,
40371,
40268,Angel
40161,
40151,
40382,
40143,Vedalken
40143,Wizard
40270,Cat
40270,Soldier
40256,
40178,Insect
40168,
40260,
40266,
40312,
40271,
40327,
40224,
40282,
40142,Golem
40203,
40186,
40383,
40234,Demon
40234,Ninja
40252,
40379,
40289,
40171,Human
40171,Artificer
40218,Elemental
40339,Aura
40261,
40144,
40308,Aura
40210,Unicorn
40177,
40337,Avatar
40335,Insect
40295,Dragon
40356,
40326,
40241,
40185,Angel
40279,
40249,
40419,Vedalken
40419,Artificer
40332,Aura
40298,Thopter
40349,
40420,Leviathan
40369,
40273,
40320,
40253,Shapeshifter
40269,Myr
40269,Construct
40244,Dragon
40364,
40359,Aura
40293,Aura
40357,
40313,
40264,
40426,
40401,
40158,
40422,Elemental
40164,
40317,
40351,Aura
40306,
40227,
40325,
40374,
40247,
40232,
40207,
40174,Beast
40429,Sphinx
40372,
40376,
40343,Elf
40343,Shaman
40219,
40328,
40130,
40340,
40344,
40258,
40362,
40311,
40263,Avatar
40394,
40310,
40319,
40294,Shapeshifter
40330,Gate
40303,
40191,
40360,
40231,
40387,
40434,
40159,Plant
40159,Centaur
40297,Aura
40316,
40196,Human
40196,Wizard
40375,Gate
40390,
40235,
40206,
40163,Vampire
40163,Wizard
40223,Sphinx
40226,Human
40226,Cleric
40353,
40428,
40389,
40345,
40323,
40237,Aura
40286,Construct
40314,
40388,Sphinx
40333,
40366,
40290,
40315,Gate
40331,
40381,
40274,Beast
40334,
40355,Gate
40248,
40431,Sphinx
40440,Nymph
40212,
40275,
40281,Archon
40188,Aura
40358,
40285,
40430,Starfish
40341,Archon
40347,
40250,Human
40250,Artificer
40299,
40272,Ooze
40280,Elf
40280,Scout
40399,Djinn
40336,
40262,
40433,
40398,
40354,Aura
40403,
40322,
40242,Golem
40284,
40421,
37980,
37976,Jace
37982,
37977,
37981,
37978,
37983,
37979,Aura
38820,
38803,
38819,Aura
38795,
38810,
38808,
38797,
38809,
38814,
38802,
38813,
38798,
38821,
38793,
38823,
38807,
38804,
38824,
38801,
38791,
38826,
38796,
38825,
38812,
38805,Aura
38817,
38818,
38806,
38822,
38811,
38792,
38800,
38794,Spider
38799,Bird
38778,
39122,Dog
38779,
39720,Island
39720,Swamp
39720,Island
39720,Swamp
39716,Forest
39716,Island
39716,Forest
39716,Island
39732,Island
39732,Mountain
39732,Island
39732,Mountain
39684,Forest
39684,Plains
39684,Forest
39684,Plains
39666,Mountain
39666,Plains
39666,Mountain
39666,Plains
39706,Mountain
39706,Forest
39706,Mountain
39706,Forest
39689,Plains
39689,Swamp
39689,Plains
39689,Swamp
39736,
39736,
39691,Efreet
39691,Efreet
39529,Bird
39529,Bird
39693,Dragon
39693,Dragon
39738,
39738,
39542,
39542,
39636,
39636,
39791,
39791,
39729,Shapeshifter
39729,Shapeshifter
39740,
39740,
39705,
39705,
39782,
39782,
39579,
39579,
39592,
39592,
39890,
39890,
39648,
39648,
39608,
39608,
39897,
39897,
39533,
39533,
39750,
39750,
39749,Aura
39749,Aura
39572,
39572,
39577,Elemental
39577,Elemental
39555,
39555,
39641,
39641,
39412,
39412,
39654,
39654,
39880,Angel
39880,Angel
39632,
39632,
39629,Djinn
39629,Djinn
39637,
39637,
39652,Spirit
39652,Spirit
39354,
39354,
39721,Human
39721,Druid
39721,Human
39721,Druid
39518,
39518,
39701,Human
39701,Wizard
39701,Human
39701,Wizard
39553,Demon
39553,Demon
39743,Zombie
39743,Zombie
39620,
39620,
39857,Thopter
39857,Thopter
39773,
39773,
39774,Shapeshifter
39774,Shapeshifter
39777,Aura
39777,Aura
39823,Aura
39823,Aura
39737,Spirit
39737,Spirit
39551,
39551,
39359,
39359,
39414,Elf
39414,Druid
39414,Elf
39414,Druid
39446,
39446,
39525,
39525,
39646,
39646,
39842,
39842,
39879,Vampire
39879,Vampire
39373,
39373,
39898,
39898,
39811,
39811,
39850,Golem
39850,Golem
39911,Troll
39911,Troll
39757,
39757,
39932,Human
39932,Knight
39932,Human
39932,Knight
39475,
39475,
39590,
39590,
39483,Aura
39483,Aura
39834,Juggernaut
39834,Juggernaut
39404,Minotaur
39404,Minotaur
39514,
39514,
39809,
39809,
39389,Bear
39389,Bear
39604,
39604,
39656,Nightmare
39656,Horse
39656,Nightmare
39656,Horse
39789,
39789,
39563,
39563,
39835,Human
39835,Barbarian
39835,Human
39835,Barbarian
39868,
39868,
39673,
39673,
39845,Wall
39845,Wall
39921,Wall
39921,Wall
39605,
39605,
39746,Aura
39746,Aura
39537,Beast
39537,Beast
39780,
39780,
39836,
39836,
39838,Human
39838,Druid
39838,Human
39838,Druid
39841,
39841,
39628,
39628,
39885,
39885,
39471,Aura
39471,Aura
39916,Plant
39916,Wall
39916,Plant
39916,Wall
39919,Wall
39919,Wall
39889,
39889,
39350,Wurm
39350,Wurm
39767,
39767,
39796,
39796,
39556,Construct
39556,Construct
39878,Zombie
39878,Zombie
39372,Aura
39372,Aura
39421,Aura
39421,Aura
39713,Wolf
39713,Wolf
39435,
39435,
39427,
39427,
39342,
39342,
39517,
39517,
39793,Dragon
39793,Dragon
39813,
39813,
39862,Illusion
39862,Illusion
39667,
39667,
39867,
39867,
39883,
39883,
39450,Human
39450,Cleric
39450,Human
39450,Cleric
39363,
39363,
39364,Skeleton
39364,Skeleton
39377,Aura
39377,Aura
39379,Shade
39379,Shade
39416,Merfolk
39416,Merfolk
39854,Orc
39854,Warrior
39854,Orc
39854,Warrior
39392,
39392,
39399,Aura
39399,Aura
39362,
39362,
39368,Aura
39368,Aura
39407,Treefolk
39407,Treefolk
39465,
39465,
39468,
39468,
39345,
39345,
39784,
39784,
39741,Island
39741,Mountain
39741,Island
39741,Mountain
39727,Island
39727,Swamp
39727,Island
39727,Swamp
39725,Forest
39725,Island
39725,Forest
39725,Island
39534,Swamp
39534,Forest
39534,Swamp
39534,Forest
39726,Plains
39726,Island
39726,Plains
39726,Island
39524,Swamp
39524,Mountain
39524,Swamp
39524,Mountain
39748,
39748,
39695,Forest
39695,Plains
39695,Forest
39695,Plains
39717,Mountain
39717,Forest
39717,Mountain
39717,Forest
39696,Plains
39696,Swamp
39696,Plains
39696,Swamp
39676,Mountain
39676,Plains
39676,Mountain
39676,Plains
39557,
39557,
39804,
39804,
39595,
39595,
39589,
39589,
39544,
39544,
39735,Shapeshifter
39735,Shapeshifter
39899,
39899,
39752,
39752,
39763,
39763,
39762,Aura
39762,Aura
39660,
39660,
39649,
39649,
39711,
39711,
39703,Dragon
39703,Dragon
39818,Elemental
39818,Elemental
39508,
39508,
39645,
39645,
39876,
39876,
39353,
39353,
39609,
39609,
39851,
39851,
39403,
39403,
39406,Merfolk
39406,Merfolk
39655,
39655,
39906,
39906,
39329,Atog
39329,Atog
39461,Aura
39461,Aura
39615,
39615,
39402,Ape
39402,Ape
39599,Goblin
39599,Goblin
39436,
39436,
39891,
39891,
39578,
39578,
39570,
39570,
39587,Aura
39587,Aura
39626,Aura
39626,Aura
39335,
39335,
39574,Construct
39574,Construct
39546,
39546,
39550,Cockatrice
39550,Cockatrice
39584,
39584,
39596,Fungus
39596,Lizard
39596,Fungus
39596,Lizard
39607,
39607,
39638,
39638,
39662,Nightmare
39662,Horse
39662,Nightmare
39662,Horse
39669,Avatar
39669,Incarnation
39669,Avatar
39669,Incarnation
39618,
39618,
39692,
39692,
39954,
39989,
39990,
39960,Goblin
39951,Goblin
39993,
39991,Cat
39991,Warrior
39979,
40003,
39947,
39958,
40002,Angel
39974,
39970,
39959,Specter
39948,
39976,Goblin
39999,
39980,Goblin
39998,Bear
39998,Spirit
40004,
40018,Elf
40018,Druid
39965,Human
39965,Wizard
39962,
40005,Human
40005,Knight
39961,Human
39961,Knight
39997,
39972,
39950,Demon
39952,Goblin
40020,
39992,
40016,Pegasus
39977,Goblin
39977,Artificer
40013,Plant
40013,Wall
40021,Bird
40010,
39957,Goblin
39957,Warrior
40027,Human
40027,Soldier
39982,Goblin
40000,Human
40000,Knight
39983,Goblin
39983,Berserker
39995,Human
39995,Soldier
39995,Archer
40017,Human
40017,Knight
40019,Human
40019,Cleric
40019,Soldier
39973,Goblin
40012,Ape
39994,
40006,
39963,Troll
39967,Aura
40023,
39981,Goblin
40015,Spider
39964,Bird
39996,Djinn
40001,Pegasus
40007,
40022,Human
40022,Soldier
40025,Aura
40014,Human
39969,
39949,Human
39949,Knight
39956,Shade
39956,Knight
39971,Aura
40026,Human
40026,Knight
39975,Goblin
39978,Goblin
39978,Rogue
40011,Spider
39984,
39955,Dragon
40024,Human
40024,Cleric
40009,Spider
39953,Goblin
39953,Mutant
40499,Mountain
40499,Plains
40500,Island
40500,Mountain
40495,Swamp
40495,Forest
40503,Island
40503,Swamp
40501,Forest
40501,Plains
41855,
41931,Nightmare
41931,Demon
41950,Phoenix
41975,
41850,
40502,Zombie
40502,Elf
40502,Shaman
41904,Vraska
41893,Elf
41893,Druid
42006,
42031,
40494,Goblin
40494,Soldier
41982,
41852,Dragon
41852,Wizard
41953,Angel
41899,
40496,
41996,
42045,
42011,
42003,Wall
41911,
41892,Beast
41927,Shapeshifter
41948,Dryad
42069,Elf
42069,Warrior
41890,Elf
41890,Shaman
41891,
41848,Nightmare
41848,Sphinx
40498,Ral
42018,
41895,Zombie
41895,Knight
41943,Dryad
41943,Knight
41901,
42100,Human
42100,Shaman
41894,Elemental
41966,
41992,Vampire
41992,Assassin
41977,
42019,
42099,Specter
41906,
41888,
41917,
41964,
42010,Human
42010,Soldier
41889,
41967,Human
41967,Soldier
40481,Elf
40481,Cleric
41902,Vraska
40532,Human
40532,Wizard
41924,
41884,
41887,Goblin
41887,Warrior
41860,Human
41860,Soldier
42026,
41979,
41945,Elephant
41945,Cleric
41971,
41988,Ral
42070,Rat
42002,
40491,Illusion
41919,
41851,
41947,
40527,Bird
40531,Zombie
40531,Soldier
42095,
41976,
42112,
40535,
41946,Vampire
41946,Assassin
41998,
40475,
41886,Gate
42110,Insect
42110,Warrior
40533,Viashino
40533,Wizard
40482,
42000,Drake
41961,
41847,Goblin
41847,Wizard
42007,Angel
41920,Vampire
42015,
41905,
41849,
42055,Cat
41993,
41958,Equipment
41941,Elf
41941,Shaman
41974,Spider
41962,Human
41962,Wizard
42086,Goblin
42040,Gargoyle
42090,
41960,Human
41940,
41910,Faerie
41910,Rogue
41881,Gate
41957,Human
41957,Knight
41883,
41885,Elf
41885,Scout
41990,Human
41990,Soldier
41937,
41942,Elf
41942,Assassin
40534,
41928,Spirit
41981,
41896,
42038,Construct
41875,Gate
41879,Gate
41903,Fungus
41903,Zombie
41882,Gate
40480,
42085,Aura
42014,
41997,Troll
40476,
42111,
42049,
41965,Insect
42004,
41907,Goblin
41907,Soldier
42022,Elf
42022,Knight
42078,Goblin
42078,Warrior
41908,
41872,Gate
41874,Gate
41876,Gate
41987,Elf
41987,Knight
41922,Cyclops
41922,Shaman
41909,Elf
41909,Shaman
41878,Gate
42068,
42063,Dragon
42087,Human
42087,Assassin
41914,Human
41914,Wizard
42041,Unicorn
41925,Human
41925,Wizard
40479,
42072,Wurm
42079,
41939,
42061,Skeleton
42061,Wall
42043,
42001,Centaur
42001,Knight
42029,Aura
41898,
42037,Human
42037,Knight
41918,Elf
41918,Warrior
41880,Gate
42023,
42008,Insect
42008,Warrior
41930,Human
41930,Wizard
42093,Imp
40497,
42081,Minotaur
42081,Warrior
40489,
42083,
42032,Giant
42032,Soldier
42012,Elemental
41944,Beast
41916,Elemental
42016,Vedalken
42016,Wizard
41985,Bird
41985,Illusion
40478,Human
40478,Soldier
41923,Elf
41923,Cleric
42067,Goblin
42067,Rogue
41877,Gate
41900,
41921,
42005,Insect
42005,Scout
41968,Zombie
41968,Giant
41949,
42077,
42058,
42065,Plant
42065,Wall
41991,Bird
42094,
42054,Human
42054,Scout
41857,Human
41857,Soldier
42036,Human
42036,Soldier
42028,Wall
41980,Faerie
41980,Wizard
41859,Human
41859,Rogue
42062,Aura
40486,Human
40486,Shaman
42074,
41969,Human
41969,Knight
41970,Cyclops
42064,
40487,Centaur
40487,Soldier
42096,Insect
41853,Elf
41853,Druid
42053,
42098,Zombie
42098,Lizard
42013,
42097,Shade
40530,Antelope
42088,Rhino
42073,Bat
42024,Aura
40493,
42020,Zombie
42020,Soldier
42060,Human
42060,Warrior
42042,Beast
42034,Drake
41938,
42047,
42048,
42056,Human
42056,Soldier
42033,Vedalken
42033,Wizard
41952,Human
41952,Soldier
40528,Ral
40529,Vraska
5858,
5855,
5890,
6084,
6061,Equipment
6068,
6009,
5965,
6005,Angel
5963,
5930,
5933,
5981,
5966,
5948,Equipment
6028,Equipment
5905,
5891,
5906,
5967,
5865,
5944,Juggernaut
6067,
6097,Vedalken
6097,Wizard
5894,Human
5894,Wizard
5994,
6065,
6018,Demon
6030,
6096,
6014,
6029,
5908,
6048,Golem
5895,
6066,
5987,Equipment
5846,
6006,
5937,Cat
5937,Cleric
5918,Construct
6021,
6027,
6114,Equipment
6082,
5904,
5878,Human
5878,Cleric
5961,
6092,Construct
5907,Elf
5838,Human
5838,Soldier
5885,Shapeshifter
5917,
6062,
6081,
6050,
5871,
6111,
6110,Elemental
5882,Horror
6046,
6091,
5977,
5962,Equipment
6031,
5831,
6022,Elemental
5947,
6071,
5852,Beast
6008,
6069,
6055,
5931,
5949,Elemental
5949,Insect
5861,Dragon
6033,
5980,Myr
5998,Thopter
5889,Equipment
6090,
6052,
5857,
5923,
6013,Elemental
6093,Troll
6093,Shaman
5863,Locus
5959,Angel
6035,
5935,Goblin
5935,Shaman
5955,Equipment
5873,
6108,Wall
5872,
5970,Slug
5970,Beast
5902,Frog
6011,
5976,Myr
5829,
5869,Boar
5869,Beast
5950,Myr
5914,Equipment
6104,Human
6104,Warrior
6102,Equipment
5833,Beast
5881,
5884,Scorpion
5971,
6004,Wurm
6077,
6088,
6089,
6100,Equipment
5827,
5927,Myr
6087,
6098,Horror
5850,Golem
5915,
5964,Atog
5988,Zombie
6040,Equipment
5896,Equipment
6064,Cat
6064,Soldier
6075,
5936,Myr
6010,Wall
6037,
6057,Wall
6099,Elf
6099,Druid
5893,
5942,Cat
5942,Knight
5954,Elephant
5954,Soldier
5978,Myr
5841,Equipment
5847,
5953,Elephant
5953,Soldier
6079,
5913,Myr
5940,Cat
5940,Cleric
5932,
5945,
6012,
6063,
5840,
6026,
6058,
5835,
5874,Equipment
5924,
5943,
5975,Myr
5996,Myr
6020,
6036,Myr
6056,
6059,
6086,
6115,
5868,Myr
5956,Vedalken
5956,Wizard
5849,Equipment
5997,
6001,Construct
6007,
6107,
5836,Atog
5928,
5939,Cat
5939,Soldier
5968,
5993,
6024,Sheep
6049,Drone
6080,
6094,Troll
6094,Shaman
5898,Skeleton
5957,Human
5957,Wizard
5979,Myr
5982,
6002,Golem
6085,
6076,
6105,Human
6105,Berserker
5834,Aura
5839,Human
5839,Scout
5853,Ouphe
5859,Insect
5870,
5879,Aura
5887,
5900,
5910,Goblin
5934,Goblin
5934,Warrior
5938,
5946,
5960,Golem
5972,Human
5972,Rogue
5974,
6019,Aura
6041,Slith
6051,
6072,Elf
6072,Archer
6083,Golem
6112,Wizard
5856,Imp
5860,Bird
5864,Golem
5867,Aura
5969,Golem
5983,Insect
6047,Soldier
6053,
6070,
6078,
6106,Equipment
5843,
5877,
5892,Beast
5922,Golem
5925,
5986,Human
5986,Rogue
5989,Zombie
5992,Zombie
6017,
6034,
6095,
5912,Juggernaut
5920,Beast
5926,Aura
5958,Human
5958,Wizard
5984,Bird
47576,
47553,Forest
47553,Island
47550,Swamp
47550,Mountain
47545,Plains
47545,Swamp
47542,Plains
47542,Island
47552,Mountain
47552,Forest
47635,
47572,Demon
47554,Jellyfish
47554,Hydra
47554,Beast
47642,
47567,Human
47567,Advisor
47675,Human
47675,Cleric
47678,
47435,
47562,Demon
47676,Ooze
47556,Kaya
47438,Human
47438,Soldier
47574,Elf
47574,Ooze
47574,Wizard
47587,
47569,
47468,
47645,
47674,Human
47674,Advisor
47696,
47704,
47608,Domri
47566,Angel
47694,
47636,
47601,Octopus
47467,
47577,Skeleton
47577,Warrior
47640,
47561,
47450,
47625,Angel
47649,
47677,Elf
47677,Druid
47605,
47791,Vampire
47447,Human
47447,Soldier
47541,Vedalken
47541,Wizard
47555,Dovin
47565,Dragon
47558,Mutant
47585,
47680,
47623,
47432,
47578,
47571,Boar
47632,
47691,Sheep
47454,Ogre
47454,Warrior
47573,Spirit
47452,Merfolk
47452,Wizard
47436,
47633,
47557,Human
47557,Shaman
47536,Sphinx
47622,Merfolk
47622,Wizard
47622,Mutant
47619,Viashino
47619,Shaman
47563,Wurm
47722,Human
47722,Cleric
47634,
47437,
47776,Human
47776,Rogue
47564,
47689,Hound
47598,
47614,Human
47614,Cleric
47768,
47600,
47699,
47666,Beast
47668,
47664,Human
47664,Warrior
47782,
47667,Boar
47671,Human
47671,Soldier
47695,Gate
47638,Centaur
47638,Druid
47670,
47759,Goblin
47759,Warrior
47594,
47724,
47648,
47693,
47730,
47665,Beast
47439,Human
47439,Shaman
47780,Dryad
47639,Salamander
47639,Drake
47549,
47597,
47570,Elf
47570,Crab
47570,Warrior
47548,
47754,Wall
47590,
47663,Domri
47637,Vedalken
47637,Wizard
47683,
47752,
47685,
47734,Viashino
47734,Rogue
47434,Construct
47465,
47579,Vampire
47579,Cleric
47534,Gate
47611,Merfolk
47611,Wizard
47669,Homunculus
47533,Gate
47753,Goblin
47753,Rogue
47617,
47582,
47630,
47581,Elf
47581,Lizard
47581,Wizard
47613,Frog
47613,Lizard
47775,
47537,Gate
47679,Giant
47679,Shaman
47591,
47547,
47560,
47706,Devil
47744,Aura
47784,
47610,Troll
47610,Frog
47610,Warrior
47559,Elemental
47620,Angel
47627,
47629,
47684,
47705,
47631,Human
47631,Shaman
47535,Gate
47449,Human
47449,Cleric
47723,Golem
47711,Aura
47539,Gate
47538,Gate
47644,Elf
47644,Scout
47544,Gate
47543,Gate
47646,Sphinx
47687,Sphinx
47650,Drake
47575,Goblin
47575,Berserker
47540,Gate
47580,Spirit
47588,
47589,
47586,
47710,Faerie
47710,Rogue
47690,Vedalken
47690,Rogue
47747,
47606,Human
47606,Rogue
47720,
47532,Gate
47641,
47551,
47612,Vedalken
47612,Rogue
47612,Mutant
47621,Human
47621,Cleric
47760,Vampire
47692,Goblin
47692,Shaman
47618,Human
47618,Shaman
47777,
47546,
47719,Human
47719,Soldier
47593,
47431,Human
47431,Rogue
47616,Human
47616,Wizard
47643,Fish
47643,Octopus
47643,Crab
47721,Vampire
47626,Human
47626,Knight
47583,Human
47583,Rogue
47628,Human
47628,Shaman
47750,
47681,Spirit
47681,Cleric
47453,Cat
47453,Beast
47764,
47728,
47770,
47725,Viashino
47725,Warrior
47778,
47603,Human
47603,Lizard
47603,Warrior
47755,
47716,Griffin
47735,Aura
47584,Elemental
47781,Frog
47781,Snake
47786,Beast
47741,Bird
47749,Cat
47749,Spirit
47789,Ogre
47789,Warrior
47792,Beast
47761,Beast
47568,Ogre
47568,Warrior
47701,
47592,Human
47592,Rogue
47736,
47737,Human
47737,Warrior
47596,Homunculus
47727,Human
47727,Knight
47713,
47607,Ogre
47607,Warrior
47785,Human
47785,Shaman
47714,Human
47714,Warrior
47738,Ogre
47738,Berserker
47726,Bird
47466,
47746,
47742,
47739,Human
47739,Soldier
47790,
47672,Domri
47673,Dovin
47983,Dragon
47897,Bird
47966,
47971,Demon
47907,Beast
47942,
47995,Spirit
47925,Ooze
47925,Mutant
47883,Elemental
47883,Cat
47930,Elf
47930,Wizard
47935,
47885,
47888,
47934,Shapeshifter
47977,Demon
47877,
47970,
47928,Elf
47928,Druid
47932,Frog
47876,
47980,
47874,
47959,Angel
47978,
47926,Human
47926,Ooze
47879,Illusion
47879,Wall
47892,Angel
47917,Snake
47882,Human
47882,Soldier
47943,Human
47943,Merfolk
47904,
47899,Human
47899,Shaman
47919,Human
47919,Druid
47948,
47869,
47916,Hellion
47916,Hydra
47912,Hydra
47968,Human
47968,Cleric
47937,
47957,Human
47957,Wizard
47894,
47963,
47881,Bird
47941,Plant
47900,Centaur
47900,Shaman
47944,Elf
47944,Wizard
47936,
47962,Avatar
47898,Cyclops
47895,Spirit
47880,Sphinx
47949,Human
47949,Cleric
47952,Zombie
47952,Cleric
47940,
47923,Elemental
47923,Mutant
47974,
47873,
47947,
47933,Frog
47933,Mutant
47975,Dragon
47939,Leviathan
47870,Vedalken
47870,Wizard
47924,Fish
47924,Mutant
47903,
47931,Leviathan
47973,
47887,Human
47887,Knight
47958,
47927,Human
47927,Wizard
47905,
47946,
47906,
47911,
47938,Beast
47918,Aura
47902,Insect
47967,Ogre
47967,Warrior
47950,Aura
47908,Human
47908,Warrior
47954,Vampire
47954,Skeleton
47868,
47945,Aura
47956,Thrull
47984,
47871,Spirit
47921,Bird
47921,Mutant
47922,Snake
47922,Elf
47922,Druid
47969,Devil
47896,Spirit
47929,
47909,Elemental
47951,Human
47951,Cleric
47982,Human
47982,Assassin
47964,Zombie
47910,Elemental
47915,Human
47915,Warrior
47965,Nightmare
47965,Horse
47979,Aura
47914,Phoenix
47886,Bird
47872,Human
47872,Wizard
47891,Spirit
47884,Human
47884,Knight
47953,Spirit
47867,Archon
47901,Beast
47981,Human
47981,Warrior
47955,Aura
47920,Boar
47972,Zombie
47972,Shaman
47890,Elemental
47893,Spirit
47976,Human
47976,Berserker
47889,Spirit
47960,
47961,
47875,Vedalken
47875,Knight
47878,
47913,Human
47913,Berserker
47810,Sphinx
47811,Demon
47812,Ogre
47812,Warrior
47815,Human
47815,Advisor
47814,Merfolk
47814,Wizard
42107,Teferi
40509,Daretti
40505,Elspeth
40510,Liliana
40511,Bolas
40506,Ral
40507,Teferi
40508,Tezzeret
41995,Vraska
48364,Garruk
48363,Gideon
48360,
48365,Nahiri
48366,Bolas
48367,Sarkhan
48362,Tezzeret
48361,Ugin
48372,Jaya
47798,Ajani
47801,Dack
47799,Domri
47797,Jaya
47795,Karn
47800,Kaya
47796,Sorin
47794,Tamiyo
42128,Goblin
42128,Soldier
42160,
42120,
42291,
42195,
42197,
42114,
42243,Goblin
42243,Soldier
42117,Elf
42117,Shaman
42154,
42214,Zombie
42214,Elf
42145,Vampire
42263,
42241,Human
42241,Soldier
42143,Human
42143,Wizard
42133,Elf
42133,Warrior
42170,
42287,
42218,Elf
42218,Druid
42139,Specter
42379,Wurm
42219,Imp
42271,Elephant
42271,Cleric
42375,Goblin
42267,
42233,
42236,
42141,Shapeshifter
42200,
42222,Troll
42253,Angel
42193,
42138,Shapeshifter
42269,
42209,
42142,Vampire
42142,Assassin
42262,
42217,Gorgon
42144,Horror
42235,
42118,Minotaur
42118,Wizard
42272,Wurm
42284,
42205,
42225,
42240,
42220,Human
42220,Shaman
42210,
42194,
42201,
42169,
42202,
42155,
42289,
42259,
42292,
42150,Horror
42242,Human
42242,Soldier
42125,Zombie
42125,Troll
42129,
42146,Vampire
42171,
42181,Weird
42239,
42131,Elephant
42131,Cleric
42264,
42298,
42228,
42213,Insect
42196,
42244,Elemental
42244,Soldier
42245,Angel
42238,
42162,
42268,Dryad
42268,Soldier
42116,
42296,
42175,Dragon
42280,
42229,
42265,
42282,Centaur
42282,Cleric
42119,
42207,
42294,
42165,
42227,
42237,Gate
42215,Spider
42157,
42203,
42285,
42216,Plant
42216,Zombie
42168,
42199,
42249,Human
42249,Soldier
42221,Elf
42221,Shaman
42180,Goblin
42180,Shaman
42212,
42232,
42151,Vampire
42273,
42183,Drake
42167,
42174,Human
42174,Wizard
42277,Centaur
42277,Knight
42252,Goblin
42252,Berserker
42250,Human
42250,Knight
42339,Insect
42295,Aura
42279,
42159,
42230,
42276,Wolf
42251,Angel
42223,Elf
42223,Shaman
42179,Human
42179,Wizard
42275,Elf
42275,Shaman
42231,Horror
42254,Human
42254,Wizard
42290,
42246,Human
42246,Soldier
42281,
42176,Djinn
42164,
42208,
42380,Weird
42153,Horror
42149,Human
42149,Wizard
42266,
42204,
42166,
42152,Vampire
42158,
42206,
42247,Human
42247,Soldier
42283,
42278,Elf
42278,Wizard
42115,Angel
42147,Skeleton
42147,Wall
42257,Human
42257,Soldier
42270,Gate
42293,
42288,
42173,Gate
42161,
42178,Wall
42172,Cyclops
42172,Shaman
42136,Vampire
42136,Assassin
42261,
42177,
42226,Elf
42226,Shaman
42258,Giant
42258,Soldier
42137,Elf
42137,Shaman
42211,Gate
42156,
42132,Dragon
42132,Wizard
42224,Fungus
42224,Zombie
42297,Gate
42286,Wurm
42256,Human
42256,Knight
42234,
42248,Human
42248,Soldier
42260,
42140,Dryad
42163,
42274,Human
42274,Soldier
42148,Wall
42182,Faerie
42182,Wizard
42255,Human
42255,Soldier
42412,
42413,
42391,Liliana
42410,
42388,
42421,
42383,Eldrazi
42417,
42389,
42395,Dragon
42384,Eldrazi
47199,
42387,Faerie
42385,Human
42385,Wizard
42386,
42382,Karn
42392,Zombie
42392,Cleric
47198,
42381,Eldrazi
42416,
47208,
47195,Eldrazi
47195,Aura
42400,Lhurgoyf
42404,Elemental
47254,Elf
47254,Shaman
42398,
42393,
42399,Human
42399,Druid
47193,Faerie
47193,Wizard
42411,Golem
47219,
42409,
42406,Angel
47377,
42401,Elemental
47255,Aura
47203,Eldrazi
47220,
47318,
47205,
47349,Incarnation
47396,Aura
47236,Human
47236,Wizard
47242,Angel
47201,Devil
47223,
42403,Elf
42403,Advisor
47237,Arcane
42402,Kithkin
42402,Advisor
42390,Arcane
47253,Angel
47391,
42414,
47202,Spirit
47202,Wall
47245,
47252,Zombie
47252,Wizard
